"TF","mean_activity_cirrhotic","mean_activity_healthy","activity_diff","pvalue","padj","regulates","regulates_fibrogenic_gene"
"CREBBP",-0.888519065596847,0.220539900256716,-1.10905896585356,0.30952380952381,0.689661415897157,NA,FALSE
"CREM",0.349989769726361,-0.420366941698385,0.770356711424745,0.30952380952381,0.689661415897157,NA,FALSE
"CTNNB1",0.650837168086412,-1.50607458995818,2.15691175804459,0.30952380952381,0.689661415897157,NA,FALSE
"CUX1",0.0892809632587595,-1.30042191674976,1.38970288000852,0.30952380952381,0.689661415897157,NA,FALSE
"ELF2",0.482395941991144,-0.716225273787841,1.19862121577899,0.30952380952381,0.689661415897157,NA,FALSE
"ELF3",0.447040303076371,-0.0564896622147404,0.503529965291111,0.30952380952381,0.689661415897157,NA,FALSE
"ELK1",-0.75434873683361,0.123017965897091,-0.877366702730702,0.30952380952381,0.689661415897157,NA,FALSE
"GABPA",0.421166398937571,-0.907267229347016,1.32843362828459,0.30952380952381,0.689661415897157,NA,FALSE
"GATA5",0.422038293617501,0.0152455872044154,0.406792706413086,0.30952380952381,0.689661415897157,NA,FALSE
"HIVEP2",0.404430468617623,-1.32415888342339,1.72858935204101,0.30952380952381,0.689661415897157,NA,FALSE
"IKZF1",0.0444286783603374,-0.521931420301649,0.566360098661986,0.30952380952381,0.689661415897157,NA,FALSE
"IRF5",-0.728697328425895,0.0763707115088701,-0.805068039934765,0.30952380952381,0.689661415897157,NA,FALSE
"KDM5C",0.325081371362697,-0.325947100345589,0.651028471708286,0.30952380952381,0.689661415897157,NA,FALSE
"KLF2",0.253053727937945,-0.108485761625153,0.361539489563097,0.30952380952381,0.689661415897157,NA,FALSE
"LHX2",0.229238399677494,-0.842501713876181,1.07174011355368,0.30952380952381,0.689661415897157,NA,FALSE
"LYL1",0.223572388271476,-0.241125746996474,0.46469813526795,0.30952380952381,0.689661415897157,NA,FALSE
"MEIS1",0.421036204874648,-0.104063341797352,0.525099546672,0.30952380952381,0.689661415897157,NA,FALSE
"MSC",0.00534449788922088,-0.313629509164407,0.318974007053628,0.30952380952381,0.689661415897157,NA,FALSE
"MTA1",0.291329236436534,-0.618590205876606,0.90991944231314,0.30952380952381,0.689661415897157,NA,FALSE
"MYOD1",-0.461235971345219,0.400812413040928,-0.862048384386148,0.30952380952381,0.689661415897157,NA,FALSE
